,path,file_name,exp_id,sensor,frequency,activity_id,activity,activity_details
289,DataSet2/User23/284_Werable1_2020-11-14T13.16.16.203_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,284_Werable1_2020-11-14T13.16.16.203_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,284,Accelerometer,100.000Hz,2,Sitting,Writing in a notebook
290,DataSet2/User23/291_Werable1_2020-11-14T13.53.07.803_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,291_Werable1_2020-11-14T13.53.07.803_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,291,Accelerometer,100.000Hz,9,Standing,Walking
291,DataSet2/User23/295_Werable1_2020-11-14T13.43.56.088_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,295_Werable1_2020-11-14T13.43.56.088_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,295,Accelerometer,100.000Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
292,DataSet2/User23/290_Werable1_2020-11-14T13.37.22.857_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,290_Werable1_2020-11-14T13.37.22.857_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,290,Accelerometer,100.000Hz,8,Standing,Standing
293,DataSet2/User23/288_Werable1_2020-11-14T13.30.26.035_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,288_Werable1_2020-11-14T13.30.26.035_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,288,Pressure,7.330Hz,6,While sitting,Moving chair
294,DataSet2/User23/283_Werable1_2020-11-14T13.13.18.800_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,283_Werable1_2020-11-14T13.13.18.800_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,283,Accelerometer,100.000Hz,1,Sitting,Reading a book
295,DataSet2/User23/289_Werable1_2020-11-14T13.34.00.917_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,289_Werable1_2020-11-14T13.34.00.917_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,289,Accelerometer,100.000Hz,7,Sitting,Stand up from sitting
296,DataSet2/User23/288_Werable1_2020-11-14T13.30.26.035_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,288_Werable1_2020-11-14T13.30.26.035_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,288,Magnetometer,20.000Hz,6,While sitting,Moving chair
297,DataSet2/User23/286_Werable1_2020-11-14T13.23.27.716_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,286_Werable1_2020-11-14T13.23.27.716_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,286,Gyroscope,100.000Hz,4,Using computer,Browsing
298,DataSet2/User23/296_Werable1_2020-11-14T13.47.10.059_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,296_Werable1_2020-11-14T13.47.10.059_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,296,Pressure,7.330Hz,14,Sitting,Pick up items from floor
299,DataSet2/User23/294_Werable1_2020-11-14T13.40.32.789_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,294_Werable1_2020-11-14T13.40.32.789_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,294,Accelerometer,100.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
300,DataSet2/User23/291_Werable1_2020-11-14T13.53.07.803_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,291_Werable1_2020-11-14T13.53.07.803_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,291,Magnetometer,20.000Hz,9,Standing,Walking
301,DataSet2/User23/286_Werable1_2020-11-14T13.23.27.716_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,286_Werable1_2020-11-14T13.23.27.716_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,286,Accelerometer,100.000Hz,4,Using computer,Browsing
302,DataSet2/User23/284_Werable1_2020-11-14T13.16.16.203_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,284_Werable1_2020-11-14T13.16.16.203_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,284,Pressure,7.330Hz,2,Sitting,Writing in a notebook
303,DataSet2/User23/284_Werable1_2020-11-14T13.16.16.203_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,284_Werable1_2020-11-14T13.16.16.203_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,284,Gyroscope,100.000Hz,2,Sitting,Writing in a notebook
304,DataSet2/User23/290_Werable1_2020-11-14T13.37.22.857_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,290_Werable1_2020-11-14T13.37.22.857_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,290,Magnetometer,20.000Hz,8,Standing,Standing
305,DataSet2/User23/285_Werable1_2020-11-14T13.20.08.866_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,285_Werable1_2020-11-14T13.20.08.866_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,285,Gyroscope,100.000Hz,3,Using computer,Typing
306,DataSet2/User23/287_Werable1_2020-11-14T13.26.45.460_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,287_Werable1_2020-11-14T13.26.45.460_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,287,Magnetometer,20.000Hz,5,While sitting,"Moving head, body"
307,DataSet2/User23/292_Werable1_2020-11-14T13.56.27.400_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,292_Werable1_2020-11-14T13.56.27.400_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,292,Gyroscope,100.000Hz,10,Standing,Running
308,DataSet2/User23/296_Werable1_2020-11-14T13.47.10.059_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,296_Werable1_2020-11-14T13.47.10.059_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,296,Accelerometer,100.000Hz,14,Sitting,Pick up items from floor
309,DataSet2/User23/295_Werable1_2020-11-14T13.43.56.088_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,295_Werable1_2020-11-14T13.43.56.088_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,295,Magnetometer,20.000Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
310,DataSet2/User23/295_Werable1_2020-11-14T13.43.56.088_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,295_Werable1_2020-11-14T13.43.56.088_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,295,Pressure,7.330Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
311,DataSet2/User23/292_Werable1_2020-11-14T13.56.27.400_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,292_Werable1_2020-11-14T13.56.27.400_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,292,Accelerometer,100.000Hz,10,Standing,Running
312,DataSet2/User23/295_Werable1_2020-11-14T13.43.56.088_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,295_Werable1_2020-11-14T13.43.56.088_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,295,Gyroscope,100.000Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
313,DataSet2/User23/284_Werable1_2020-11-14T13.16.16.203_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,284_Werable1_2020-11-14T13.16.16.203_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,284,Magnetometer,20.000Hz,2,Sitting,Writing in a notebook
314,DataSet2/User23/297_Werable1_2020-11-14T13.50.08.318_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,297_Werable1_2020-11-14T13.50.08.318_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,297,Magnetometer,20.000Hz,15,Standing,Pick up items from floor
315,DataSet2/User23/289_Werable1_2020-11-14T13.34.00.917_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,289_Werable1_2020-11-14T13.34.00.917_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,289,Magnetometer,20.000Hz,7,Sitting,Stand up from sitting
316,DataSet2/User23/296_Werable1_2020-11-14T13.47.10.059_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,296_Werable1_2020-11-14T13.47.10.059_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,296,Gyroscope,100.000Hz,14,Sitting,Pick up items from floor
317,DataSet2/User23/287_Werable1_2020-11-14T13.26.45.460_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,287_Werable1_2020-11-14T13.26.45.460_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,287,Pressure,7.330Hz,5,While sitting,"Moving head, body"
318,DataSet2/User23/283_Werable1_2020-11-14T13.13.18.800_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,283_Werable1_2020-11-14T13.13.18.800_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,283,Magnetometer,20.000Hz,1,Sitting,Reading a book
319,DataSet2/User23/296_Werable1_2020-11-14T13.47.10.059_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,296_Werable1_2020-11-14T13.47.10.059_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,296,Magnetometer,20.000Hz,14,Sitting,Pick up items from floor
320,DataSet2/User23/291_Werable1_2020-11-14T13.53.07.803_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,291_Werable1_2020-11-14T13.53.07.803_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,291,Gyroscope,100.000Hz,9,Standing,Walking
321,DataSet2/User23/290_Werable1_2020-11-14T13.37.22.857_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,290_Werable1_2020-11-14T13.37.22.857_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,290,Pressure,7.330Hz,8,Standing,Standing
322,DataSet2/User23/297_Werable1_2020-11-14T13.50.08.318_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,297_Werable1_2020-11-14T13.50.08.318_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,297,Accelerometer,100.000Hz,15,Standing,Pick up items from floor
323,DataSet2/User23/288_Werable1_2020-11-14T13.30.26.035_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,288_Werable1_2020-11-14T13.30.26.035_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,288,Accelerometer,100.000Hz,6,While sitting,Moving chair
324,DataSet2/User23/293_Werable1_2020-11-14T13.59.59.033_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,293_Werable1_2020-11-14T13.59.59.033_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,293,Accelerometer,100.000Hz,11,Standing,Taking stairs
325,DataSet2/User23/297_Werable1_2020-11-14T13.50.08.318_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,297_Werable1_2020-11-14T13.50.08.318_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,297,Pressure,7.330Hz,15,Standing,Pick up items from floor
326,DataSet2/User23/285_Werable1_2020-11-14T13.20.08.866_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,285_Werable1_2020-11-14T13.20.08.866_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,285,Accelerometer,100.000Hz,3,Using computer,Typing
327,DataSet2/User23/285_Werable1_2020-11-14T13.20.08.866_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,285_Werable1_2020-11-14T13.20.08.866_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,285,Pressure,7.330Hz,3,Using computer,Typing
328,DataSet2/User23/294_Werable1_2020-11-14T13.40.32.789_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,294_Werable1_2020-11-14T13.40.32.789_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,294,Magnetometer,20.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
329,DataSet2/User23/292_Werable1_2020-11-14T13.56.27.400_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,292_Werable1_2020-11-14T13.56.27.400_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,292,Magnetometer,20.000Hz,10,Standing,Running
330,DataSet2/User23/287_Werable1_2020-11-14T13.26.45.460_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,287_Werable1_2020-11-14T13.26.45.460_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,287,Gyroscope,100.000Hz,5,While sitting,"Moving head, body"
331,DataSet2/User23/287_Werable1_2020-11-14T13.26.45.460_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,287_Werable1_2020-11-14T13.26.45.460_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,287,Accelerometer,100.000Hz,5,While sitting,"Moving head, body"
332,DataSet2/User23/297_Werable1_2020-11-14T13.50.08.318_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,297_Werable1_2020-11-14T13.50.08.318_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,297,Gyroscope,100.000Hz,15,Standing,Pick up items from floor
333,DataSet2/User23/294_Werable1_2020-11-14T13.40.32.789_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,294_Werable1_2020-11-14T13.40.32.789_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,294,Pressure,7.330Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
334,DataSet2/User23/286_Werable1_2020-11-14T13.23.27.716_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,286_Werable1_2020-11-14T13.23.27.716_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,286,Magnetometer,20.000Hz,4,Using computer,Browsing
335,DataSet2/User23/291_Werable1_2020-11-14T13.53.07.803_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,291_Werable1_2020-11-14T13.53.07.803_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,291,Pressure,7.330Hz,9,Standing,Walking
336,DataSet2/User23/283_Werable1_2020-11-14T13.13.18.800_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,283_Werable1_2020-11-14T13.13.18.800_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,283,Pressure,7.330Hz,1,Sitting,Reading a book
337,DataSet2/User23/289_Werable1_2020-11-14T13.34.00.917_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,289_Werable1_2020-11-14T13.34.00.917_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,289,Gyroscope,100.000Hz,7,Sitting,Stand up from sitting
338,DataSet2/User23/292_Werable1_2020-11-14T13.56.27.400_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,292_Werable1_2020-11-14T13.56.27.400_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,292,Pressure,7.330Hz,10,Standing,Running
339,DataSet2/User23/290_Werable1_2020-11-14T13.37.22.857_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,290_Werable1_2020-11-14T13.37.22.857_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,290,Gyroscope,100.000Hz,8,Standing,Standing
340,DataSet2/User23/286_Werable1_2020-11-14T13.23.27.716_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,286_Werable1_2020-11-14T13.23.27.716_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,286,Pressure,7.330Hz,4,Using computer,Browsing
341,DataSet2/User23/285_Werable1_2020-11-14T13.20.08.866_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,285_Werable1_2020-11-14T13.20.08.866_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,285,Magnetometer,20.000Hz,3,Using computer,Typing
342,DataSet2/User23/293_Werable1_2020-11-14T13.59.59.033_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,293_Werable1_2020-11-14T13.59.59.033_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,293,Gyroscope,100.000Hz,11,Standing,Taking stairs
343,DataSet2/User23/293_Werable1_2020-11-14T13.59.59.033_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,293_Werable1_2020-11-14T13.59.59.033_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,293,Pressure,7.330Hz,11,Standing,Taking stairs
344,DataSet2/User23/283_Werable1_2020-11-14T13.13.18.800_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,283_Werable1_2020-11-14T13.13.18.800_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,283,Gyroscope,100.000Hz,1,Sitting,Reading a book
345,DataSet2/User24/304_MetaWear_2021-08-01T16.06.59.851_EB942CED9472_Magnetometer_20.000Hz_1.5.1.csv,304_MetaWear_2021-08-01T16.06.59.851_EB942CED9472_Magnetometer_20.000Hz_1.5.1.csv,304,Magnetometer,20.000Hz,7,Sitting,Stand up from sitting
346,DataSet2/User24/300_MetaWear_2021-08-01T15.51.18.772_EB942CED9472_Gyroscope_100.000Hz_1.5.1.csv,300_MetaWear_2021-08-01T15.51.18.772_EB942CED9472_Gyroscope_100.000Hz_1.5.1.csv,300,Gyroscope,100.000Hz,3,Using computer,Typing
347,DataSet2/User24/300_MetaWear_2021-08-01T15.51.18.772_EB942CED9472_Magnetometer_20.000Hz_1.5.1.csv,300_MetaWear_2021-08-01T15.51.18.772_EB942CED9472_Magnetometer_20.000Hz_1.5.1.csv,300,Magnetometer,20.000Hz,3,Using computer,Typing
348,DataSet2/User24/300_MetaWear_2021-08-01T15.51.18.772_EB942CED9472_Pressure_7.330Hz_1.5.1.csv,300_MetaWear_2021-08-01T15.51.18.772_EB942CED9472_Pressure_7.330Hz_1.5.1.csv,300,Pressure,7.330Hz,3,Using computer,Typing
349,DataSet2/User24/309_MetaWear_2021-08-01T16.23.06.563_EB942CED9472_Accelerometer_100.000Hz_1.5.1.csv,309_MetaWear_2021-08-01T16.23.06.563_EB942CED9472_Accelerometer_100.000Hz_1.5.1.csv,309,Accelerometer,100.000Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
350,DataSet2/User24/301_MetaWear_2021-08-01T15.54.46.474_EB942CED9472_Pressure_7.330Hz_1.5.1.csv,301_MetaWear_2021-08-01T15.54.46.474_EB942CED9472_Pressure_7.330Hz_1.5.1.csv,301,Pressure,7.330Hz,4,Using computer,Browsing
351,DataSet2/User24/300_MetaWear_2021-08-01T15.51.18.772_EB942CED9472_Accelerometer_100.000Hz_1.5.1.csv,300_MetaWear_2021-08-01T15.51.18.772_EB942CED9472_Accelerometer_100.000Hz_1.5.1.csv,300,Accelerometer,100.000Hz,3,Using computer,Typing
352,DataSet2/User24/305_MetaWear_2021-08-01T16.10.47.481_EB942CED9472_Accelerometer_100.000Hz_1.5.1.csv,305_MetaWear_2021-08-01T16.10.47.481_EB942CED9472_Accelerometer_100.000Hz_1.5.1.csv,305,Accelerometer,100.000Hz,8,Standing,Standing
353,DataSet2/User24/307_MetaWear_2021-08-01T16.30.19.696_EB942CED9472_Pressure_7.330Hz_1.5.1.csv,307_MetaWear_2021-08-01T16.30.19.696_EB942CED9472_Pressure_7.330Hz_1.5.1.csv,307,Pressure,7.330Hz,11,Standing,Taking stairs
354,DataSet2/User24/298_MetaWear_2021-08-01T15.45.23.140_EB942CED9472_Magnetometer_20.000Hz_1.5.1.csv,298_MetaWear_2021-08-01T15.45.23.140_EB942CED9472_Magnetometer_20.000Hz_1.5.1.csv,298,Magnetometer,20.000Hz,1,Sitting,Reading a book
355,DataSet2/User24/306_MetaWear_2021-08-01T16.26.19.499_EB942CED9472_Pressure_7.330Hz_1.5.1.csv,306_MetaWear_2021-08-01T16.26.19.499_EB942CED9472_Pressure_7.330Hz_1.5.1.csv,306,Pressure,7.330Hz,9,Standing,Walking
356,DataSet2/User24/299_MetaWear_2021-08-01T15.48.21.710_EB942CED9472_Accelerometer_100.000Hz_1.5.1.csv,299_MetaWear_2021-08-01T15.48.21.710_EB942CED9472_Accelerometer_100.000Hz_1.5.1.csv,299,Accelerometer,100.000Hz,2,Sitting,Writing in a notebook
357,DataSet2/User24/299_MetaWear_2021-08-01T15.48.21.710_EB942CED9472_Pressure_7.330Hz_1.5.1.csv,299_MetaWear_2021-08-01T15.48.21.710_EB942CED9472_Pressure_7.330Hz_1.5.1.csv,299,Pressure,7.330Hz,2,Sitting,Writing in a notebook
358,DataSet2/User24/308_MetaWear_2021-08-01T16.15.13.643_EB942CED9472_Accelerometer_100.000Hz_1.5.1.csv,308_MetaWear_2021-08-01T16.15.13.643_EB942CED9472_Accelerometer_100.000Hz_1.5.1.csv,308,Accelerometer,100.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
359,DataSet2/User24/306_MetaWear_2021-08-01T16.26.19.499_EB942CED9472_Accelerometer_100.000Hz_1.5.1.csv,306_MetaWear_2021-08-01T16.26.19.499_EB942CED9472_Accelerometer_100.000Hz_1.5.1.csv,306,Accelerometer,100.000Hz,9,Standing,Walking
360,DataSet2/User24/298_MetaWear_2021-08-01T15.45.23.140_EB942CED9472_Pressure_7.330Hz_1.5.1.csv,298_MetaWear_2021-08-01T15.45.23.140_EB942CED9472_Pressure_7.330Hz_1.5.1.csv,298,Pressure,7.330Hz,1,Sitting,Reading a book
361,DataSet2/User24/306_MetaWear_2021-08-01T16.26.19.499_EB942CED9472_Magnetometer_20.000Hz_1.5.1.csv,306_MetaWear_2021-08-01T16.26.19.499_EB942CED9472_Magnetometer_20.000Hz_1.5.1.csv,306,Magnetometer,20.000Hz,9,Standing,Walking
362,DataSet2/User24/299_MetaWear_2021-08-01T15.48.21.710_EB942CED9472_Magnetometer_20.000Hz_1.5.1.csv,299_MetaWear_2021-08-01T15.48.21.710_EB942CED9472_Magnetometer_20.000Hz_1.5.1.csv,299,Magnetometer,20.000Hz,2,Sitting,Writing in a notebook
363,DataSet2/User24/308_MetaWear_2021-08-01T16.15.13.643_EB942CED9472_Magnetometer_20.000Hz_1.5.1.csv,308_MetaWear_2021-08-01T16.15.13.643_EB942CED9472_Magnetometer_20.000Hz_1.5.1.csv,308,Magnetometer,20.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
364,DataSet2/User24/305_MetaWear_2021-08-01T16.10.47.481_EB942CED9472_Pressure_7.330Hz_1.5.1.csv,305_MetaWear_2021-08-01T16.10.47.481_EB942CED9472_Pressure_7.330Hz_1.5.1.csv,305,Pressure,7.330Hz,8,Standing,Standing
365,DataSet2/User24/303_MetaWear_2021-08-01T16.02.41.721_EB942CED9472_Gyroscope_100.000Hz_1.5.1.csv,303_MetaWear_2021-08-01T16.02.41.721_EB942CED9472_Gyroscope_100.000Hz_1.5.1.csv,303,Gyroscope,100.000Hz,6,While sitting,Moving chair
366,DataSet2/User24/303_MetaWear_2021-08-01T16.02.41.721_EB942CED9472_Magnetometer_20.000Hz_1.5.1.csv,303_MetaWear_2021-08-01T16.02.41.721_EB942CED9472_Magnetometer_20.000Hz_1.5.1.csv,303,Magnetometer,20.000Hz,6,While sitting,Moving chair
367,DataSet2/User24/302_MetaWear_2021-08-01T15.57.57.009_EB942CED9472_Gyroscope_100.000Hz_1.5.1.csv,302_MetaWear_2021-08-01T15.57.57.009_EB942CED9472_Gyroscope_100.000Hz_1.5.1.csv,302,Gyroscope,100.000Hz,5,While sitting,"Moving head, body"
368,DataSet2/User24/301_MetaWear_2021-08-01T15.54.46.474_EB942CED9472_Magnetometer_20.000Hz_1.5.1.csv,301_MetaWear_2021-08-01T15.54.46.474_EB942CED9472_Magnetometer_20.000Hz_1.5.1.csv,301,Magnetometer,20.000Hz,4,Using computer,Browsing
369,DataSet2/User24/301_MetaWear_2021-08-01T15.54.46.474_EB942CED9472_Accelerometer_100.000Hz_1.5.1.csv,301_MetaWear_2021-08-01T15.54.46.474_EB942CED9472_Accelerometer_100.000Hz_1.5.1.csv,301,Accelerometer,100.000Hz,4,Using computer,Browsing
370,DataSet2/User24/299_MetaWear_2021-08-01T15.48.21.710_EB942CED9472_Gyroscope_100.000Hz_1.5.1.csv,299_MetaWear_2021-08-01T15.48.21.710_EB942CED9472_Gyroscope_100.000Hz_1.5.1.csv,299,Gyroscope,100.000Hz,2,Sitting,Writing in a notebook
371,DataSet2/User24/302_MetaWear_2021-08-01T15.57.57.009_EB942CED9472_Accelerometer_100.000Hz_1.5.1.csv,302_MetaWear_2021-08-01T15.57.57.009_EB942CED9472_Accelerometer_100.000Hz_1.5.1.csv,302,Accelerometer,100.000Hz,5,While sitting,"Moving head, body"
372,DataSet2/User24/307_MetaWear_2021-08-01T16.30.19.696_EB942CED9472_Magnetometer_20.000Hz_1.5.1.csv,307_MetaWear_2021-08-01T16.30.19.696_EB942CED9472_Magnetometer_20.000Hz_1.5.1.csv,307,Magnetometer,20.000Hz,11,Standing,Taking stairs
373,DataSet2/User24/303_MetaWear_2021-08-01T16.02.41.721_EB942CED9472_Accelerometer_100.000Hz_1.5.1.csv,303_MetaWear_2021-08-01T16.02.41.721_EB942CED9472_Accelerometer_100.000Hz_1.5.1.csv,303,Accelerometer,100.000Hz,6,While sitting,Moving chair
374,DataSet2/User24/298_MetaWear_2021-08-01T15.45.23.140_EB942CED9472_Accelerometer_100.000Hz_1.5.1.csv,298_MetaWear_2021-08-01T15.45.23.140_EB942CED9472_Accelerometer_100.000Hz_1.5.1.csv,298,Accelerometer,100.000Hz,1,Sitting,Reading a book
375,DataSet2/User24/304_MetaWear_2021-08-01T16.06.59.851_EB942CED9472_Pressure_7.330Hz_1.5.1.csv,304_MetaWear_2021-08-01T16.06.59.851_EB942CED9472_Pressure_7.330Hz_1.5.1.csv,304,Pressure,7.330Hz,7,Sitting,Stand up from sitting
376,DataSet2/User24/308_MetaWear_2021-08-01T16.15.13.643_EB942CED9472_Gyroscope_100.000Hz_1.5.1.csv,308_MetaWear_2021-08-01T16.15.13.643_EB942CED9472_Gyroscope_100.000Hz_1.5.1.csv,308,Gyroscope,100.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
377,DataSet2/User24/302_MetaWear_2021-08-01T15.57.57.009_EB942CED9472_Pressure_7.330Hz_1.5.1.csv,302_MetaWear_2021-08-01T15.57.57.009_EB942CED9472_Pressure_7.330Hz_1.5.1.csv,302,Pressure,7.330Hz,5,While sitting,"Moving head, body"
378,DataSet2/User24/307_MetaWear_2021-08-01T16.30.19.696_EB942CED9472_Gyroscope_100.000Hz_1.5.1.csv,307_MetaWear_2021-08-01T16.30.19.696_EB942CED9472_Gyroscope_100.000Hz_1.5.1.csv,307,Gyroscope,100.000Hz,11,Standing,Taking stairs
379,DataSet2/User24/304_MetaWear_2021-08-01T16.06.59.851_EB942CED9472_Gyroscope_100.000Hz_1.5.1.csv,304_MetaWear_2021-08-01T16.06.59.851_EB942CED9472_Gyroscope_100.000Hz_1.5.1.csv,304,Gyroscope,100.000Hz,7,Sitting,Stand up from sitting
